count,line,col,end_line,end_col,kind,fn,text
14435,110,60,451,2,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,static TypeSets build_type_sets(const lir::LProgram& prog) {
477973,129,34,132,6,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& cv : prog.consts) {
477973,130,13,130,27,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (cv.is_static()) continue;   // real global storage — borrow is sound
221,130,29,130,37,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (cv.is_static()) continue;   // real global storage — borrow is sound
477752,131,9,132,6,statement,borrow_check.cpp:logos::compiler::build_type_sets,ts.frame_consts.insert(std::string(cv.name()));
73693199,133,59,151,6,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,auto register_drop_symbol = [&](std::string_view sym) {
73693199,138,40,138,69,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (auto dot = sym.rfind('.'); dot != std::string_view::npos)
71713535,139,13,139,38,statement,borrow_check.cpp:logos::compiler::build_type_sets,sym = sym.substr(dot + 1);
73693199,140,42,140,69,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (auto p = sym.find(""__drop""); p != std::string_view::npos) {"
371936,140,71,150,10,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (auto p = sym.find(""__drop""); p != std::string_view::npos) {"
371936,148,43,148,70,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (auto g = base.find(""$G""); g != std::string_view::npos)"
110650,149,17,149,69,statement,borrow_check.cpp:logos::compiler::build_type_sets,"ts.drop_types.insert(std::string(base.substr(0, g)));"
28870,152,63,155,6,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,auto scan_fns = [&](const std::vector<LFunctionPtr>& fns) {
38403222,154,13,154,44,statement,borrow_check.cpp:logos::compiler::build_type_sets,register_drop_symbol(fn.name());
14962001,159,9,161,11,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,sd.each_method([&](lir_view::FunctionView m) {
35289977,159,54,161,10,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,sd.each_method([&](lir_view::FunctionView m) {
9143480,163,9,164,66,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (impl.trait_name() == ""Copy"")"
9143480,163,13,163,40,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (impl.trait_name() == ""Copy"")"
315092,164,13,164,66,statement,borrow_check.cpp:logos::compiler::build_type_sets,ts.copy_types.insert(std::string(impl.target_type()));
225539,176,73,188,6,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,"auto reg_bc_name = [&](const std::string& name, bool strip_generic) {"
225539,179,38,179,67,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (auto dot = n.rfind('.'); dot != std::string_view::npos)
0,180,13,180,70,statement,borrow_check.cpp:logos::compiler::build_type_sets,ts.borrow_carrying.insert(std::string(n.substr(dot + 1)));
225539,181,13,181,27,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!strip_generic) return;
160384,181,29,181,35,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!strip_generic) return;
65155,182,9,188,6,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (auto g = n.find(""$G""); g != std::string_view::npos) {"
65155,182,36,182,63,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (auto g = n.find(""$G""); g != std::string_view::npos) {"
15578,182,65,187,10,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (auto g = n.find(""$G""); g != std::string_view::npos) {"
15578,185,44,185,72,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (auto d2 = base.rfind('.'); d2 != std::string_view::npos)
0,186,17,186,76,statement,borrow_check.cpp:logos::compiler::build_type_sets,ts.borrow_carrying.insert(std::string(base.substr(d2 + 1)));
14966690,189,48,191,6,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,auto reg_bc = [&](lir_view::StructView sd) {
14966690,190,13,190,33,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (sd.borrow_carrying()) reg_bc_name(std::string(sd.name()), /*strip_generic=*/true);"
50710,190,35,190,94,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (sd.borrow_carrying()) reg_bc_name(std::string(sd.name()), /*strip_generic=*/true);"
14962001,192,35,192,45,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& sd : prog.structs) reg_bc(sd);
4689,193,50,193,60,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& sd : prog.struct_specializations) reg_bc(sd);
547477,196,9,196,94,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (ed.borrow_carrying()) reg_bc_name(std::string(ed.name()), /*strip_generic=*/true);"
547477,196,13,196,33,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (ed.borrow_carrying()) reg_bc_name(std::string(ed.name()), /*strip_generic=*/true);"
14445,196,35,196,94,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (ed.borrow_carrying()) reg_bc_name(std::string(ed.name()), /*strip_generic=*/true);"
425756949,203,54,210,6,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto type_bc_name = [](TypeRef t) -> std::string {
425756949,204,13,204,15,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return {};
0,204,17,204,26,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return {};
425756949,205,9,210,6,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto k = t.kind();
425756949,206,13,206,39,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k == LogosType::Kind::Enum) return std::string(t.enum_name());
13539356,206,41,206,74,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k == LogosType::Kind::Enum) return std::string(t.enum_name());
412217593,207,9,210,6,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k == LogosType::Kind::Struct || k == LogosType::Kind::ZonedStruct)
412217593,207,13,207,41,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k == LogosType::Kind::Struct || k == LogosType::Kind::ZonedStruct)
412217593,207,13,207,78,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k == LogosType::Kind::Struct || k == LogosType::Kind::ZonedStruct)
234916492,207,45,207,78,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k == LogosType::Kind::Struct || k == LogosType::Kind::ZonedStruct)
177301887,208,13,208,48,early return,borrow_check.cpp:logos::compiler::build_type_sets,return std::string(t.struct_name());
234915706,209,9,209,18,early return,borrow_check.cpp:logos::compiler::build_type_sets,return {};
77763032,211,46,224,6,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto type_is_bc = [&](TypeRef t) -> bool {
77763032,217,13,217,23,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.borrow_carrying.count(n) > 0) return true;
77763032,217,13,217,58,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.borrow_carrying.count(n) > 0) return true;
32449451,217,27,217,58,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.borrow_carrying.count(n) > 0) return true;
157331,217,60,217,71,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.borrow_carrying.count(n) > 0) return true;
77605701,218,9,224,6,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return false;
77605701,218,13,218,15,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return false;
0,218,17,218,29,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return false;
77605701,219,9,224,6,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto a : t.type_args()) {
45068885,219,38,222,10,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto a : t.type_args()) {
45068885,221,17,221,28,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.borrow_carrying.count(an) > 0) return true;
45068885,221,17,221,64,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.borrow_carrying.count(an) > 0) return true;
22380213,221,32,221,64,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.borrow_carrying.count(an) > 0) return true;
3053,221,66,221,77,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.borrow_carrying.count(an) > 0) return true;
77602648,223,9,223,21,early return,borrow_check.cpp:logos::compiler::build_type_sets,return false;
43884309,230,72,241,6,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto holds_residency_holder = [&](lir_view::StructView sd) -> bool {
116221422,231,37,239,10,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& f : sd.fields()) {
116221422,233,17,233,20,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!ft) continue;
0,233,22,233,30,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!ft) continue;
116221422,234,13,239,10,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto k = ft.kind();
116221422,235,17,235,45,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k != LogosType::Kind::Struct && k != LogosType::Kind::ZonedStruct) continue;
116221422,235,17,235,82,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k != LogosType::Kind::Struct && k != LogosType::Kind::ZonedStruct) continue;
73707066,235,49,235,82,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k != LogosType::Kind::Struct && k != LogosType::Kind::ZonedStruct) continue;
73706968,235,84,235,92,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (k != LogosType::Kind::Struct && k != LogosType::Kind::ZonedStruct) continue;
42514454,236,13,239,10,statement,borrow_check.cpp:logos::compiler::build_type_sets,std::string n(ft.struct_name());
42514454,237,40,237,62,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (auto d = n.rfind('.'); d != std::string::npos) n = n.substr(d + 1);
0,237,64,237,83,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (auto d = n.rfind('.'); d != std::string::npos) n = n.substr(d + 1);
42514454,238,17,238,26,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (n == ""Rc"" || n == ""Arc"") return true;"
42514454,238,17,238,40,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (n == ""Rc"" || n == ""Arc"") return true;"
42501036,238,30,238,40,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (n == ""Rc"" || n == ""Arc"") return true;"
20129,238,42,238,53,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (n == ""Rc"" || n == ""Arc"") return true;"
43864180,240,9,240,21,early return,borrow_check.cpp:logos::compiler::build_type_sets,return false;
6813,242,57,252,6,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,auto reg_exempt_name = [&](const std::string& name) {
6813,245,38,245,67,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (auto dot = n.rfind('.'); dot != std::string_view::npos)
0,246,13,246,34,statement,borrow_check.cpp:logos::compiler::build_type_sets,n = n.substr(dot + 1);
6813,250,36,250,63,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (auto g = n.find(""$G""); g != std::string_view::npos)"
1422,251,13,251,68,statement,borrow_check.cpp:logos::compiler::build_type_sets,"ts.residency_exempt.insert(std::string(n.substr(0, g)));"
14962001,261,9,261,105,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
14962001,261,13,261,34,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
14962001,261,13,261,64,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
14911291,261,38,261,64,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
6813,261,66,261,105,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
4689,263,9,263,105,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
4689,263,13,263,34,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
4689,263,13,263,64,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
4689,263,38,263,64,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
0,263,66,263,105,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!sd.borrow_carrying() && holds_residency_holder(sd)) reg_exempt_name(std::string(sd.name()));
37639,265,12,265,22,loop body,borrow_check.cpp:logos::compiler::build_type_sets,while (bc_changed) {
23204,265,24,287,6,loop body,borrow_check.cpp:logos::compiler::build_type_sets,while (bc_changed) {
29210685,267,61,272,10,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,auto consider_struct = [&](lir_view::StructView sd) {
29210685,268,17,268,65,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.borrow_carrying.count(std::string(sd.name()))) return;
242356,268,67,268,73,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.borrow_carrying.count(std::string(sd.name()))) return;
28968329,269,13,272,10,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (holds_residency_holder(sd)) return;   // laundered escape package — exempt
28968329,269,17,269,43,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (holds_residency_holder(sd)) return;   // laundered escape package — exempt
13316,269,45,269,51,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (holds_residency_holder(sd)) return;   // laundered escape package — exempt
28955013,270,13,272,10,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& f : sd.fields())
76596115,271,17,271,156,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (type_is_bc(f.type(prog.type_pool.impl()))) { reg_bc_name(std::string(sd.name()), /*strip_generic=*/false); bc_changed = true; return; }"
76596115,271,21,271,62,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (type_is_bc(f.type(prog.type_pool.impl()))) { reg_bc_name(std::string(sd.name()), /*strip_generic=*/false); bc_changed = true; return; }"
160052,271,64,271,156,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (type_is_bc(f.type(prog.type_pool.impl()))) { reg_bc_name(std::string(sd.name()), /*strip_generic=*/false); bc_changed = true; return; }"
29201783,273,54,273,73,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& sd : prog.structs)                consider_struct(sd);
8902,274,54,274,73,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& sd : prog.struct_specializations) consider_struct(sd);
1029621,275,37,286,10,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& ed : prog.enums) {
1029621,277,17,277,50,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.borrow_carrying.count(ed_name)) continue;
23624,277,52,277,60,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.borrow_carrying.count(ed_name)) continue;
1005997,278,13,286,10,statement,borrow_check.cpp:logos::compiler::build_type_sets,bool hit = false;
2412055,279,64,284,14,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,ed.each_variant([&](lir_view::EnumVariantView var) {
2412055,280,21,280,24,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (hit) return;
396,280,26,280,32,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (hit) return;
2411659,281,17,284,14,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,"var.each_payload_type(prog.type_pool.impl(), [&](TypeRef pt) {"
1166917,281,78,283,18,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,"var.each_payload_type(prog.type_pool.impl(), [&](TypeRef pt) {"
1166917,282,25,282,39,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (type_is_bc(pt)) hit = true;
332,282,41,282,51,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (type_is_bc(pt)) hit = true;
1005997,285,17,285,20,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (hit) { reg_bc_name(ed_name, /*strip_generic=*/false); bc_changed = true; }"
332,285,22,285,91,if guard,borrow_check.cpp:logos::compiler::build_type_sets,"if (hit) { reg_bc_name(ed_name, /*strip_generic=*/false); bc_changed = true; }"
3321,294,57,299,10,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,auto reg_lc_name = [&](const std::string& name) {
3321,297,42,297,71,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (auto dot = n.rfind('.'); dot != std::string_view::npos)
0,298,17,298,72,statement,borrow_check.cpp:logos::compiler::build_type_sets,ts.loan_carrying.insert(std::string(n.substr(dot + 1)));
49992885,300,50,309,10,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto type_is_lc = [&](TypeRef t) -> bool {
49992885,302,17,302,27,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.loan_carrying.count(n) > 0) return true;
49992885,302,17,302,60,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.loan_carrying.count(n) > 0) return true;
20361577,302,31,302,60,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.loan_carrying.count(n) > 0) return true;
3321,302,62,302,73,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.loan_carrying.count(n) > 0) return true;
49989564,303,13,309,10,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return false;
49989564,303,17,303,19,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return false;
0,303,21,303,33,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return false;
49989564,304,13,309,10,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto a : t.type_args()) {
28185162,304,42,307,14,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto a : t.type_args()) {
28185162,306,21,306,32,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.loan_carrying.count(an) > 0) return true;
28185162,306,21,306,66,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.loan_carrying.count(an) > 0) return true;
13976476,306,36,306,66,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.loan_carrying.count(an) > 0) return true;
0,306,68,306,79,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.loan_carrying.count(an) > 0) return true;
49989564,308,13,308,25,early return,borrow_check.cpp:logos::compiler::build_type_sets,return false;
32191,311,16,311,26,loop body,borrow_check.cpp:logos::compiler::build_type_sets,while (lc_changed) {
17756,311,28,333,10,loop body,borrow_check.cpp:logos::compiler::build_type_sets,while (lc_changed) {
18906720,313,58,319,14,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,auto consider = [&](lir_view::StructView sd) {
18906720,314,21,314,67,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.loan_carrying.count(std::string(sd.name()))) return;
287198,314,69,314,75,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.loan_carrying.count(std::string(sd.name()))) return;
18619522,315,17,319,14,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& f : sd.fields())
49221762,316,21,318,22,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (type_is_lc(f.type(prog.type_pool.impl()))) {
49221762,316,25,316,66,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (type_is_lc(f.type(prog.type_pool.impl()))) {
3321,316,68,318,22,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (type_is_lc(f.type(prog.type_pool.impl()))) {
18897359,320,59,320,71,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& sd : prog.structs)                 consider(sd);
9361,321,59,321,71,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& sd : prog.struct_specializations)  consider(sd);
697703,322,41,332,14,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& ed : prog.enums) {
697703,324,21,324,52,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.loan_carrying.count(ed_name)) continue;
18423,324,54,324,62,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.loan_carrying.count(ed_name)) continue;
679280,325,17,332,14,statement,borrow_check.cpp:logos::compiler::build_type_sets,bool hit = false;
1665355,326,68,330,18,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,ed.each_variant([&](lir_view::EnumVariantView var) {
1665355,327,25,327,28,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (hit) return;
0,327,30,327,36,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (hit) return;
1665355,328,21,330,18,statement,borrow_check.cpp:logos::compiler::build_type_sets,"var.each_payload_type(prog.type_pool.impl(),"
771123,329,59,329,94,statement,borrow_check.cpp:logos::compiler::build_type_sets,[&](TypeRef pt) { if (type_is_lc(pt)) hit = true; });
771123,329,65,329,79,statement,borrow_check.cpp:logos::compiler::build_type_sets,[&](TypeRef pt) { if (type_is_lc(pt)) hit = true; });
0,329,81,329,91,statement,borrow_check.cpp:logos::compiler::build_type_sets,[&](TypeRef pt) { if (type_is_lc(pt)) hit = true; });
679280,331,21,331,24,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (hit) { reg_lc_name(ed_name); lc_changed = true; }
0,331,26,331,70,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (hit) { reg_lc_name(ed_name); lc_changed = true; }
122521386,337,47,339,10,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto has_mut = [&](TypeRef t) -> bool {
122521386,338,20,338,21,early return,borrow_check.cpp:logos::compiler::build_type_sets,return t && t.kind() == LogosType::Kind::MutRef;
122521386,338,25,338,60,early return,borrow_check.cpp:logos::compiler::build_type_sets,return t && t.kind() == LogosType::Kind::MutRef;
77449124,340,50,351,10,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto type_is_hm = [&](TypeRef t) -> bool {
77449124,341,17,341,27,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (has_mut(t)) return true;
38399,341,29,341,40,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (has_mut(t)) return true;
77410725,342,13,351,10,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto n = type_bc_name(t);
77410725,343,17,343,27,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.holds_mut_ref.count(n) > 0) return true;
77410725,343,17,343,60,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.holds_mut_ref.count(n) > 0) return true;
32353173,343,31,343,60,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.holds_mut_ref.count(n) > 0) return true;
44,343,62,343,73,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!n.empty() && ts.holds_mut_ref.count(n) > 0) return true;
77410681,344,13,351,10,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return false;
77410681,344,17,344,19,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return false;
0,344,21,344,33,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!t) return false;
77410681,345,13,351,10,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto a : t.type_args()) {
45072262,345,42,349,14,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto a : t.type_args()) {
45072262,346,21,346,31,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (has_mut(a)) return true;
91863,346,33,346,44,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (has_mut(a)) return true;
44980399,347,17,349,14,statement,borrow_check.cpp:logos::compiler::build_type_sets,auto an = type_bc_name(a);
44980399,348,21,348,32,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.holds_mut_ref.count(an) > 0) return true;
44980399,348,21,348,66,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.holds_mut_ref.count(an) > 0) return true;
22304749,348,36,348,66,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.holds_mut_ref.count(an) > 0) return true;
0,348,68,348,79,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (!an.empty() && ts.holds_mut_ref.count(an) > 0) return true;
77318818,350,13,350,25,early return,borrow_check.cpp:logos::compiler::build_type_sets,return false;
130306,352,57,357,10,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,auto reg_hm_name = [&](const std::string& name) {
130306,355,42,355,71,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (auto dot = n.rfind('.'); dot != std::string_view::npos)
0,356,17,356,72,statement,borrow_check.cpp:logos::compiler::build_type_sets,ts.holds_mut_ref.insert(std::string(n.substr(dot + 1)));
36586,359,16,359,26,loop body,borrow_check.cpp:logos::compiler::build_type_sets,while (hm_changed) {
22151,359,28,381,10,loop body,borrow_check.cpp:logos::compiler::build_type_sets,while (hm_changed) {
28867275,361,58,367,14,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,auto consider = [&](lir_view::StructView sd) {
28867275,362,21,362,67,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.holds_mut_ref.count(std::string(sd.name()))) return;
122642,362,69,362,75,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.holds_mut_ref.count(std::string(sd.name()))) return;
28744633,363,17,367,14,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& f : sd.fields())
76256999,364,21,366,22,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (type_is_hm(f.type(prog.type_pool.impl()))) {
76256999,364,25,364,66,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (type_is_hm(f.type(prog.type_pool.impl()))) {
122642,364,68,366,22,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (type_is_hm(f.type(prog.type_pool.impl()))) {
28862586,368,59,368,71,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& sd : prog.structs)                 consider(sd);
4689,369,59,369,71,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& sd : prog.struct_specializations)  consider(sd);
1012293,370,41,380,14,loop body,borrow_check.cpp:logos::compiler::build_type_sets,for (auto& ed : prog.enums) {
1012293,372,21,372,52,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.holds_mut_ref.count(ed_name)) continue;
7664,372,54,372,62,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (ts.holds_mut_ref.count(ed_name)) continue;
1004629,373,17,380,14,statement,borrow_check.cpp:logos::compiler::build_type_sets,bool hit = false;
2390725,374,68,378,18,call / statement,borrow_check.cpp:logos::compiler::build_type_sets,ed.each_variant([&](lir_view::EnumVariantView var) {
2390725,375,25,375,28,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (hit) return;
7654,375,30,375,36,if guard,borrow_check.cpp:logos::compiler::build_type_sets,if (hit) return;
2383071,376,21,378,18,statement,borrow_check.cpp:logos::compiler::build_type_sets,"var.each_payload_type(prog.type_pool.impl(),"
1192125,377,59,377,94,statement,borrow_check.cpp:logos::compiler::build_type_sets,[&](TypeRef pt) { if (type_is_hm(pt)) hit = true; });
1192125,377,65,377,79,statement,borrow_check.cpp:logos::compiler::build_type_sets,[&](TypeRef pt) { if (type_is_hm(pt)) hit = true; });
7664,377,81,377,91,statement,borrow_check.cpp:logos::compiler::build_type_sets,[&](TypeRef pt) { if (type_is_hm(pt)) hit = true; });
